id,child,trial,age,year_group,competition_order,age_group,country,gender,cost,competition,relation,fairness,allocation,justification
C4C22,101,3,77,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C23,102,3,77,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C24,103,3,75,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C25,104,3,73,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4001,105,3,64,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Desire
U4002,106,3,68,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4003,107,3,64,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4004,108,3,73,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4005,109,3,77,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4006,110,3,80,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4007,111,3,74,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4008,112,3,71,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4009,113,3,71,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Desire
U4010,114,3,73,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4011,115,3,74,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4012,116,3,64,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4013,117,3,66,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4014,118,3,63,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4015,119,3,63,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4016,120,3,64,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Uncodable
U4017,121,3,68,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4018,122,3,60,Jonior,competition first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4019,123,3,61,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4020,124,3,58,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4021,125,3,52,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4022,126,3,57,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4023,127,3,57,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4024,128,3,56,Jonior,competition first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4025,129,3,57,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Uncodable
U4026,130,3,54,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4027,131,3,54,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4028,132,3,55,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,Fair,Uncodable
U4029,133,3,55,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4030,134,3,74,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4031,135,3,66,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4032,136,3,57,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4033,137,3,62,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4034,138,3,56,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4035,139,3,53,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
U4036,140,3,56,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Norm
U4037,141,3,61,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4038,142,3,62,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Uncodable
U4039,143,3,58,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4040,144,3,58,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4041,145,3,56,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFdis,Norm
U4042,146,3,41,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Uncodable
U4043,147,3,48,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4044,148,3,55,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4045,149,3,59,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4046,150,3,82,Senior,control first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
U4047,151,3,54,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Uncodable
U4048,152,3,53,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4049,153,3,53,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Affiliation
U4050,154,3,55,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4051,155,3,55,Jonior,competition first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Norm
U4052,156,3,55,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4053,157,3,55,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4054,158,3,56,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4055,159,3,54,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4056,160,3,62,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFdis,Norm
U4057,161,3,62,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Norm
U4058,162,3,60,Jonior,competition first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4059,163,3,53,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4060,164,3,56,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
U4061,165,3,57,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4062,166,3,58,Jonior,competition first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4063,167,3,61,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4064,168,3,61,Jonior,competition first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4065,169,3,64,Jonior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4066,170,3,64,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4067,171,3,65,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4068,172,3,68,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4069,173,3,69,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4070,174,3,69,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4071,175,3,70,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4072,176,3,71,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4073,177,3,72,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4074,178,3,74,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Desire
U4075,179,3,75,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4076,180,3,65,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4077,181,3,66,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4078,182,3,66,Senior,competition first,Older,UK,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4079,183,3,68,Senior,competition first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4080,184,3,70,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4081,185,3,76,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4082,186,3,76,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Affiliation
U4083,187,3,69,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4084,188,3,68,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4085,189,3,66,Senior,control first,Older,UK,Female,Cost,Competition,Unknown-peer,Fair,UFdis,Norm
U4086,190,3,68,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4087,191,3,72,Senior,control first,Older,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4088,192,3,72,Senior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4089,193,3,60,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4090,194,3,52,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4091,195,3,56,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4092,196,3,59,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4093,197,3,59,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4094,198,3,62,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4095,199,3,62,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Fair,UFad,Norm
U4096,200,3,62,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,Fair,Desire
U4097,201,3,52,Jonior,control first,Younger,UK,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4098,202,3,63,Jonior,control first,Older,UK,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
U4099,203,3,56,Jonior,control first,Younger,UK,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
U4100,204,3,63,Jonior,control first,Older,UK,Male,Cost,Competition,Unknown-peer,Unfair,UFdis,Desire
C2E01,1,4,54,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Unfair,UFdis,Uncodable
C2E02,2,4,53,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Conduct
C2E03,3,4,51,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Uncodable
C2E04,4,4,48,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E05,5,4,53,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E06,6,4,52,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E07,7,4,50,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Uncodable
C2E08,8,4,48,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Conduct
C2E09,9,4,52,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2E10,10,4,53,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Desire
C2E11,11,4,44,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Desire
C2E12,12,4,47,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E13,13,4,48,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E14,14,4,51,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E15,15,4,49,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E16,16,4,51,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E17,17,4,49,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2E18,18,4,48,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E19,19,4,48,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Norm
C2E20,20,4,52,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E21,21,4,54,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2E22,22,4,53,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E23,23,4,47,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Conduct
C2E24,24,4,60,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2E25,25,4,50,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Uncodable
C2C01,26,4,50,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C02,27,4,53,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C03,28,4,53,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Norm
C2C04,29,4,52,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C05,30,4,53,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C2C06,31,4,49,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C07,32,4,50,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Unfair,UFdis,Conduct
C2C08,33,4,52,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2C09,34,4,48,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C10,35,4,49,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Norm
C2C11,36,4,46,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C12,37,4,46,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C2C13,38,4,53,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Desire
C2C14,39,4,53,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C15,40,4,48,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Conduct
C2C16,41,4,49,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C17,42,4,47,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2C18,43,4,51,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Desire
C2C19,44,4,48,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Conduct
C2C20,45,4,42,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C21,46,4,52,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C23,47,4,38,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C22,48,4,47,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C24,49,4,44,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C25,50,4,44,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E26,51,4,44,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C26,52,4,47,Jonior,control first,Younger,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E27,53,4,41,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2C27,54,4,44,Jonior,control first,Younger,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E01,55,4,69,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E02,56,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E03,57,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E04,58,4,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E05,59,4,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E06,60,4,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Desire
C4E07,61,4,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E08,62,4,75,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E09,63,4,74,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Affiliation
C4E10,64,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E11,65,4,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E12,66,4,69,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Norm
C4E13,67,4,76,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E14,68,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E15,69,4,73,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E16,70,4,73,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E17,71,4,76,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E18,72,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E19,73,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E20,74,4,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E21,75,4,73,Senior,competition first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E22,76,4,73,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E23,77,4,72,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E24,78,4,72,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4E25,79,4,77,Senior,competition first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C01,80,4,72,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C02,81,4,75,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C03,82,4,74,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C04,83,4,71,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C05,84,4,69,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C06,85,4,71,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C07,86,4,75,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C08,87,4,73,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C09,88,4,70,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C10,89,4,71,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C11,90,4,72,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C12,91,4,69,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Affiliation
C4C13,92,4,72,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C14,93,4,75,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C15,94,4,74,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C16,95,4,73,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C17,96,4,73,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C18,97,4,79,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C19,98,4,78,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C20,99,4,78,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C21,100,4,78,Senior,control first,Older,CN,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C22,101,4,77,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C23,102,4,77,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C24,103,4,75,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C4C25,104,4,73,Senior,control first,Older,CN,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4001,105,4,64,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Desire
U4002,106,4,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFdis,Norm
U4003,107,4,64,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4004,108,4,73,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4005,109,4,77,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4006,110,4,80,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4007,111,4,74,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4008,112,4,71,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4009,113,4,71,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4010,114,4,73,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4011,115,4,74,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4012,116,4,64,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4013,117,4,66,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4014,118,4,63,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4015,119,4,63,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4016,120,4,64,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Uncodable
U4017,121,4,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Unfair,UFdis,Uncodable
U4018,122,4,60,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4019,123,4,61,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4020,124,4,58,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4021,125,4,52,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4022,126,4,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4023,127,4,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4024,128,4,56,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4025,129,4,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4026,130,4,54,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4027,131,4,54,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4028,132,4,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Uncodable
U4029,133,4,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4030,134,4,74,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
U4031,135,4,66,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4032,136,4,57,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFdis,Norm
U4033,137,4,62,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4034,138,4,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4035,139,4,53,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Affiliation
