id,child,trial,age,year_group,competition_order,age_group,country,gender,cost,competition,relation,fairness,allocation,justification
C2E26,51,2,44,Jonior,competition first,Younger,CN,Female,NOcost,Competition,Friend,Unfair,UFad,Affiliation
C2C26,52,2,47,Jonior,control first,Younger,CN,Female,NOcost,Competition,Friend,Fair,Fair,Affiliation
C2E27,53,2,41,Jonior,competition first,Younger,CN,Male,NOcost,Competition,Friend,Fair,Fair,Affiliation
C2C27,54,2,44,Jonior,control first,Younger,CN,Male,NOcost,Competition,Friend,Fair,Fair,Affiliation
C4E01,55,2,69,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E02,56,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Affiliation
C4E03,57,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4E04,58,2,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E05,59,2,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E06,60,2,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Unfair,UFdis,Desire
C4E07,61,2,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E08,62,2,75,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E09,63,2,74,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFdis,Affiliation
C4E10,64,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
C4E11,65,2,70,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Unfair,UFdis,Affiliation
C4E12,66,2,69,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
C4E13,67,2,76,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4E14,68,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
C4E15,69,2,73,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Affiliation
C4E16,70,2,73,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E17,71,2,76,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4E18,72,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4E19,73,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
C4E20,74,2,75,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4E21,75,2,73,Senior,competition first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4E22,76,2,73,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E23,77,2,72,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E24,78,2,72,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4E25,79,2,77,Senior,competition first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C01,80,2,72,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C02,81,2,75,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C03,82,2,74,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C04,83,2,71,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Affiliation
C4C05,84,2,69,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C06,85,2,71,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C07,86,2,75,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C08,87,2,73,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
C4C09,88,2,70,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C10,89,2,71,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C11,90,2,72,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C12,91,2,69,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C13,92,2,72,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C14,93,2,75,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C15,94,2,74,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C16,95,2,73,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C17,96,2,73,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C18,97,2,79,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Desire
C4C19,98,2,78,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C20,99,2,78,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C4C21,100,2,78,Senior,control first,Older,CN,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
C4C22,101,2,77,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C23,102,2,77,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C24,103,2,75,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
C4C25,104,2,73,Senior,control first,Older,CN,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4001,105,2,64,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Desire
U4002,106,2,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4003,107,2,64,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4004,108,2,73,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,UFdis,Norm
U4005,109,2,77,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4006,110,2,80,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4007,111,2,74,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Unfair,Fair,Desire
U4008,112,2,71,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Unfair,Fair,Desire
U4009,113,2,71,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4010,114,2,73,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4011,115,2,74,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4012,116,2,64,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4013,117,2,66,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,UFdis,Norm
U4014,118,2,63,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4015,119,2,63,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4016,120,2,64,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Uncodable
U4017,121,2,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Unfair,UFdis,Uncodable
U4018,122,2,60,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4019,123,2,61,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4020,124,2,58,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4021,125,2,52,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4022,126,2,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4023,127,2,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4024,128,2,56,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4025,129,2,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4026,130,2,54,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFad,Norm
U4027,131,2,54,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFad,Norm
U4028,132,2,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Unfair,UFdis,Affiliation
U4029,133,2,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Desire
U4030,134,2,74,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4031,135,2,66,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4032,136,2,57,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,UFdis,Affiliation
U4033,137,2,62,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4034,138,2,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4035,139,2,53,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFad,Affiliation
U4036,140,2,56,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFdis,Norm
U4037,141,2,61,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4038,142,2,62,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4039,143,2,58,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4040,144,2,58,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4041,145,2,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4042,146,2,41,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Uncodable
U4043,147,2,48,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Unfair,Fair,Desire
U4044,148,2,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Unfair,Fair,Desire
U4045,149,2,59,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,UFad,Norm
U4046,150,2,82,Senior,control first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4047,151,2,54,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
U4048,152,2,53,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4049,153,2,53,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Affiliation
U4050,154,2,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4051,155,2,55,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFdis,Affiliation
U4052,156,2,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4053,157,2,55,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4054,158,2,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4055,159,2,54,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4056,160,2,62,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4057,161,2,62,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4058,162,2,60,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Friend,Unfair,UFad,Desire
U4059,163,2,53,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
U4060,164,2,56,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
U4061,165,2,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4062,166,2,58,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4063,167,2,61,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4064,168,2,61,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4065,169,2,64,Jonior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,UFad,Norm
U4066,170,2,64,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4067,171,2,65,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Unfair,UFad,Desire
U4068,172,2,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4069,173,2,69,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4070,174,2,69,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4071,175,2,70,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,UFad,Norm
U4072,176,2,71,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4073,177,2,72,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4074,178,2,74,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Unfair,UFad,Desire
U4075,179,2,75,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Unfair,UFad,Desire
U4076,180,2,65,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Affiliation
U4077,181,2,66,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4078,182,2,66,Senior,competition first,Older,UK,Female,NOcost,Competition,Friend,Unfair,Fair,Desire
U4079,183,2,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4080,184,2,70,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,UFdis,Norm
U4081,185,2,76,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4082,186,2,76,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4083,187,2,69,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4084,188,2,68,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4085,189,2,66,Senior,control first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4086,190,2,68,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Unfair,Fair,Desire
U4087,191,2,72,Senior,control first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4088,192,2,72,Senior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4089,193,2,60,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFdis,Norm
U4090,194,2,52,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4091,195,2,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4092,196,2,59,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4093,197,2,59,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4094,198,2,62,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
U4095,199,2,62,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Unfair,Fair,Affiliation
U4096,200,2,62,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4097,201,2,52,Jonior,control first,Younger,UK,Male,NOcost,Competition,Friend,Fair,UFdis,Norm
U4098,202,2,63,Jonior,control first,Older,UK,Female,NOcost,Competition,Friend,Fair,Fair,Norm
U4099,203,2,56,Jonior,control first,Younger,UK,Female,NOcost,Competition,Friend,Fair,UFdis,Norm
U4100,204,2,63,Jonior,control first,Older,UK,Male,NOcost,Competition,Friend,Fair,Fair,Norm
C2E01,1,3,54,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Uncodable
C2E02,2,3,53,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Conduct
C2E03,3,3,51,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Desire
C2E04,4,3,48,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Conduct
C2E05,5,3,53,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2E06,6,3,52,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2E07,7,3,50,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFdis,Affiliation
C2E08,8,3,48,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C2E09,9,3,52,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2E10,10,3,53,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Desire
C2E11,11,3,44,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Uncodable
C2E12,12,3,47,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E13,13,3,48,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2E14,14,3,51,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E15,15,3,49,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E16,16,3,51,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Desire
C2E17,17,3,49,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C2E18,18,3,48,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E19,19,3,48,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2E20,20,3,52,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2E21,21,3,54,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C2E22,22,3,53,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFdis,Norm
C2E23,23,3,47,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Conduct
C2E24,24,3,60,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2E25,25,3,50,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C01,26,3,50,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C02,27,3,53,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C03,28,3,53,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2C04,29,3,52,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C05,30,3,53,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C06,31,3,49,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2C07,32,3,50,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Conduct
C2C08,33,3,52,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C2C09,34,3,48,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C10,35,3,49,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C11,36,3,46,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C12,37,3,46,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFdis,Desire
C2C13,38,3,53,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Desire
C2C14,39,3,53,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C15,40,3,48,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Conduct
C2C16,41,3,49,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C17,42,3,47,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2C18,43,3,51,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2C19,44,3,48,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2C20,45,3,42,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C21,46,3,52,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C23,47,3,38,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C22,48,3,47,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2C24,49,3,44,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFdis,Desire
C2C25,50,3,44,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2E26,51,3,44,Jonior,competition first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Affiliation
C2C26,52,3,47,Jonior,control first,Younger,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C2E27,53,3,41,Jonior,competition first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C2C27,54,3,44,Jonior,control first,Younger,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E01,55,3,69,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Affiliation
C4E02,56,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C4E03,57,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E04,58,3,70,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E05,59,3,70,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E06,60,3,70,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Desire
C4E07,61,3,70,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E08,62,3,75,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E09,63,3,74,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C4E10,64,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E11,65,3,70,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E12,66,3,69,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E13,67,3,76,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C4E14,68,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E15,69,3,73,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E16,70,3,73,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E17,71,3,76,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E18,72,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E19,73,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E20,74,3,75,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E21,75,3,73,Senior,competition first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E22,76,3,73,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Norm
C4E23,77,3,72,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4E24,78,3,72,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4E25,79,3,77,Senior,competition first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C01,80,3,72,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C02,81,3,75,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C03,82,3,74,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C04,83,3,71,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C05,84,3,69,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFdis,Affiliation
C4C06,85,3,71,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C07,86,3,75,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Affiliation
C4C08,87,3,73,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4C09,88,3,70,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C10,89,3,71,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C11,90,3,72,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4C12,91,3,69,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C13,92,3,72,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C14,93,3,75,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4C15,94,3,74,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4C16,95,3,73,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C17,96,3,73,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C18,97,3,79,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Unfair,UFad,Desire
C4C19,98,3,78,Senior,control first,Older,CN,Female,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C20,99,3,78,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
C4C21,100,3,78,Senior,control first,Older,CN,Male,Cost,Competition,Unknown-peer,Fair,Fair,Norm
